instrument,input_system,provider1,provider2,correlation,p_value,n
phq6_bc,hexaco,claude,openai,0.9557702899208618,0.000190375816890076,9
phq6_bc,hexaco,deepseek,gemini,0.9014895199845981,0.0028445744179872445,9
phq6_bc,hexaco,deepseek,openai,0.9017169613518979,0.002822835647724675,9
phq6_bc,hexaco,gemini,openai,0.9527421972285863,0.00023873413924313525,9
phq6_bc,narrative,claude,deepseek,0.9178294714766179,0.001553607252710143,9
phq6_bc,narrative,claude,gemini,0.9569490557799697,0.0001735672186240489,9
phq6_bc,narrative,claude,openai,0.9579302745187326,0.00016039253424715572,9
phq6_bc,narrative,deepseek,gemini,0.9090695600105182,0.0021795089613110274,9
phq6_bc,narrative,deepseek,openai,0.9650925697445425,8.453822477183515e-05,9
phq6_bc,narrative,gemini,openai,0.9275984198801521,0.0010154910999184974,9
phq6_bc,ocean_direct,claude,deepseek,0.9935170702122748,2.453971242877273e-07,9
phq6_bc,ocean_direct,claude,gemini,0.9892528409726109,1.4287058328621427e-06,9
phq6_bc,ocean_direct,claude,openai,0.9967788587912134,2.133973731055505e-08,9
phq6_bc,ocean_direct,deepseek,gemini,0.9743546219844992,2.920921800808607e-05,9
phq6_bc,ocean_direct,deepseek,openai,0.9914505561264053,6.439851873984992e-07,9
phq6_bc,ocean_direct,gemini,openai,0.9917062244181277,5.793239209461731e-07,9
phq6_bc,scenario,claude,deepseek,0.9896390773036663,1.2577796797419438e-06,9
phq6_bc,scenario,claude,gemini,0.43622535435508997,0.4776925352429022,9
phq6_bc,scenario,claude,openai,0.8029844141012079,0.026713079066901235,9
phq6_bc,scenario,deepseek,gemini,0.43727386194685575,0.47580407286906934,9
phq6_bc,scenario,deepseek,openai,0.7560247766182325,0.05147155307235918,9
phq6_bc,scenario,gemini,openai,0.462895973917527,0.42998319630793347,9
phq9,behavioral,claude,deepseek,0.9820173481333231,8.547993011642774e-06,9
phq9,behavioral,claude,gemini,0.9613256657135573,0.00012019985783895404,9
phq9,behavioral,claude,openai,0.9975284172845018,8.455482647384827e-09,9
phq9,behavioral,deepseek,gemini,0.9470784357779867,0.0003512015445985561,9
phq9,behavioral,deepseek,openai,0.9853766869493636,4.169753993865655e-06,9
phq9,behavioral,gemini,openai,0.9742445788064115,2.9644466394862512e-05,9
phq9,exemplar,claude,deepseek,0.9913351925299201,6.747789124128545e-07,9
phq9,exemplar,claude,gemini,0.9433705613526274,0.00044217335302543237,9
phq9,exemplar,claude,openai,0.9921423188800716,4.799010117073621e-07,9
phq9,exemplar,deepseek,gemini,0.9581184076354339,0.0001579492159679008,9
phq9,exemplar,deepseek,openai,0.9970621529275251,1.5469372005583182e-08,9
phq9,exemplar,gemini,openai,0.9697456307491314,5.166469515482941e-05,9
phq9,hexaco,claude,deepseek,0.8117143727015712,0.023183240871622934,9
phq9,hexaco,claude,gemini,0.9148946297662647,0.001747255688005156,9
phq9,hexaco,claude,openai,0.9425226904499134,0.0004650705726891857,9
phq9,hexaco,deepseek,gemini,0.7673166345606236,0.04459425946557638,9
phq9,hexaco,deepseek,openai,0.6827639146226325,0.11115274793061347,9
phq9,hexaco,gemini,openai,0.9299766478427997,0.0009073656429436916,9
phq9,narrative,claude,deepseek,0.9185970071037154,0.0015055128736997103,9
phq9,narrative,claude,gemini,0.903604984772699,0.00264673179014685,9
phq9,narrative,claude,openai,0.9425892581643379,0.00046324367201833194,9
phq9,narrative,deepseek,gemini,0.9391355049822173,0.0005648103346828082,9
phq9,narrative,deepseek,openai,0.9501272943606353,0.0002869066515445162,9
phq9,narrative,gemini,openai,0.9383643762933859,0.0005894340924209596,9
phq9,ocean_direct,claude,deepseek,0.9703818802579317,4.801507523877202e-05,9
phq9,ocean_direct,claude,gemini,0.9965821330104901,2.6251140927691097e-08,9
phq9,ocean_direct,claude,openai,0.9968478594674431,1.9784583860094074e-08,9
phq9,ocean_direct,deepseek,gemini,0.979953795049521,1.245676513395022e-05,9
phq9,ocean_direct,deepseek,openai,0.9794843194498042,1.3496867317885908e-05,9
phq9,ocean_direct,gemini,openai,0.9934382557852995,2.5596306341135744e-07,9
phq9,scenario,claude,deepseek,0.9188085030395484,0.0014924426131084356,9
phq9,scenario,claude,gemini,0.6059674996359898,0.2015769121713613,9
phq9,scenario,claude,openai,0.7183583024674213,0.07885647798653195,9
phq9,scenario,deepseek,gemini,0.4190627654830425,0.5086954608039603,9
phq9,scenario,deepseek,openai,0.6678694744794587,0.12651673779021344,9
phq9,scenario,gemini,openai,0.5331022464535751,0.31029527702424764,9
