instrument,input_system,provider1,provider2,correlation,p_value,n
dark_triad,ocean_direct,gemini,openai,0.7034738451014719,0.09159982958550894,9
dark_triad,scenario,claude,deepseek,0.379120148019413,0.5809434313425387,9
dark_triad,scenario,claude,gemini,0.07713465920515801,0.9793302680528506,9
dark_triad,scenario,claude,openai,0.23804742553177421,0.8153203413258214,9
dark_triad,scenario,deepseek,gemini,0.2667021802854585,0.7723998687139558,9
dark_triad,scenario,deepseek,openai,0.6710139751717438,0.12318316577223731,9
dark_triad,scenario,gemini,openai,0.20201166521020644,0.8643075129022803,9
gad7,behavioral,claude,deepseek,0.9955650576911357,6.52136532552916e-08,9
gad7,behavioral,claude,gemini,0.9967651565709408,2.1658625448672808e-08,9
gad7,behavioral,claude,openai,0.9981777014040322,2.9133171430828497e-09,9
gad7,behavioral,deepseek,gemini,0.9962351052560178,3.6802375036337764e-08,9
gad7,behavioral,deepseek,openai,0.9942632663499196,1.6016407766716867e-07,9
gad7,behavioral,gemini,openai,0.9974829579180037,9.011715151885369e-09,9
gad7,exemplar,claude,deepseek,0.9376375051862791,0.000613318472560298,9
gad7,exemplar,claude,gemini,0.9422974554828603,0.0004712891817115761,9
gad7,exemplar,claude,openai,0.8939407997811522,0.0036324664921424388,9
gad7,exemplar,deepseek,gemini,0.9807341229598986,1.0855563862266493e-05,9
gad7,exemplar,deepseek,openai,0.9516315698936993,0.0002584397977684061,9
gad7,exemplar,gemini,openai,0.9780012501314361,1.7186441814032172e-05,9
gad7,hexaco,claude,deepseek,0.9774007279890731,1.8865224906461364e-05,9
gad7,hexaco,claude,gemini,0.9363870184776227,0.000655968067189594,9
gad7,hexaco,claude,openai,0.9967679203391648,2.159403322821163e-08,9
gad7,hexaco,deepseek,gemini,0.9587408956230677,0.00015005095205578023,9
gad7,hexaco,deepseek,openai,0.9826453462548418,7.556374234329866e-06,9
gad7,hexaco,gemini,openai,0.9558505835321827,0.00018919612888002035,9
gad7,narrative,claude,deepseek,0.9906772907777969,8.707640745120315e-07,9
gad7,narrative,claude,gemini,0.9975377462573404,8.344442026242405e-09,9
gad7,narrative,claude,openai,0.9975379223256335,8.342356361268344e-09,9
gad7,narrative,deepseek,gemini,0.9908434125512563,8.178951343973395e-07,9
gad7,narrative,deepseek,openai,0.9960926958554175,4.1898910674298406e-08,9
gad7,narrative,gemini,openai,0.9953981107170043,7.419592074064951e-08,9
gad7,ocean_direct,claude,deepseek,0.9644854275407949,8.970030264798812e-05,9
gad7,ocean_direct,claude,gemini,0.965887196548033,7.810269532759762e-05,9
gad7,ocean_direct,claude,openai,0.995459182911255,7.08139792360285e-08,9
gad7,ocean_direct,deepseek,gemini,0.9827922656125022,7.336740948216125e-06,9
gad7,ocean_direct,deepseek,openai,0.9740222501960735,3.053778311401523e-05,9
gad7,ocean_direct,gemini,openai,0.9839633889078326,5.744627564086002e-06,9
gad7,scenario,claude,deepseek,0.9862217923353782,3.390561610361331e-06,9
gad7,scenario,claude,gemini,0.9673626927283472,6.70803981102086e-05,9
gad7,scenario,claude,openai,0.9810938952969187,1.0168921961484223e-05,9
gad7,scenario,deepseek,gemini,0.950173523217647,0.00028600065220940607,9
gad7,scenario,deepseek,openai,0.9818533468107093,8.821413661541655e-06,9
gad7,scenario,gemini,openai,0.9265391266526369,0.0010663965293544742,9
levenson,behavioral,claude,deepseek,0.9445467142608305,0.0004117274546844296,9
levenson,behavioral,claude,gemini,0.9244426614718493,0.0011722917172188874,9
levenson,behavioral,claude,openai,0.9428149029680838,0.0004570882001083687,9
levenson,behavioral,deepseek,gemini,0.9573512315140238,0.0001680789804111571,9
levenson,behavioral,deepseek,openai,0.9725084312886452,3.713337009292328e-05,9
levenson,behavioral,gemini,openai,0.9475279356805584,0.0003411469256123789,9
levenson,exemplar,claude,deepseek,0.9718047779148713,4.051706893248852e-05,9
levenson,exemplar,claude,gemini,0.9306163039947059,0.0008797046755484317,9
levenson,exemplar,claude,openai,0.9911820151544568,7.172673823774289e-07,9
levenson,exemplar,deepseek,gemini,0.9459998195924805,0.0003761690172161547,9
levenson,exemplar,deepseek,openai,0.957799349142957,0.00016210844918951306,9
levenson,exemplar,gemini,openai,0.9528605133141208,0.00023669890896860224,9
levenson,hexaco,claude,deepseek,0.6598323349133572,0.1352540798597892,9
levenson,hexaco,claude,gemini,0.578048555913003,0.24090174115423257,9
levenson,hexaco,claude,openai,0.8733917261822612,0.006498563982232031,9
levenson,hexaco,deepseek,gemini,0.6560919329323932,0.13942601572907531,9
levenson,hexaco,deepseek,openai,0.6827309510767777,0.11118555385217632,9
levenson,hexaco,gemini,openai,0.7165293835262213,0.08036325444264569,9
levenson,narrative,claude,deepseek,0.8755027369766286,0.0061513618036510564,9
levenson,narrative,claude,gemini,0.885473681108641,0.004678861798165124,9
levenson,narrative,claude,openai,0.9072548396553242,0.0023278229037339004,9
levenson,narrative,deepseek,gemini,0.8984731402295604,0.0031437567693329838,9
levenson,narrative,deepseek,openai,0.9401792004674222,0.000532634388122899,9
levenson,narrative,gemini,openai,0.9650881420361427,8.457509407189256e-05,9
levenson,ocean_direct,claude,deepseek,0.906864959901326,0.002360563321414655,9
levenson,ocean_direct,claude,gemini,0.79974694563147,0.02810393157014668,9
levenson,ocean_direct,claude,openai,0.8463904367815069,0.012150559801235916,9
levenson,ocean_direct,deepseek,gemini,0.9097371674091199,0.0021266154043871888,9
levenson,ocean_direct,deepseek,openai,0.904653430635375,0.0025522524041529104,9
levenson,ocean_direct,gemini,openai,0.9409153984472721,0.0005107204034909829,9
levenson,scenario,claude,deepseek,0.7666015575041601,0.04501196464583124,9
levenson,scenario,claude,gemini,0.8352818109435186,0.015189907099096178,9
levenson,scenario,claude,openai,0.9202353324700435,0.001406298635425629,9
levenson,scenario,deepseek,gemini,0.39683360834890336,0.5489544837933069,9
levenson,scenario,deepseek,openai,0.6573661851906877,0.13799725065988988,9
levenson,scenario,gemini,openai,0.8676808884760026,0.007503059285027813,9
phq9,behavioral,claude,deepseek,0.9920536550708023,4.990448240205225e-07,9
phq9,behavioral,claude,gemini,0.9901358755274984,1.0599721479431778e-06,9
phq9,behavioral,claude,openai,0.9906076431859775,8.936364526146434e-07,9
phq9,behavioral,deepseek,gemini,0.997758584188064,6.007987662925984e-09,9
phq9,behavioral,deepseek,openai,0.9830846981805549,6.913111342154998e-06,9
phq9,behavioral,gemini,openai,0.9824887488482454,7.795566460133685e-06,9
phq9,exemplar,claude,deepseek,0.9769132154115476,2.0310877829721186e-05,9
phq9,exemplar,claude,gemini,0.9902919891268116,1.0026853548561476e-06,9
phq9,exemplar,claude,openai,0.9847062090112432,4.872365130914602e-06,9
phq9,exemplar,deepseek,gemini,0.9615969765644049,0.000117331116335051,9
phq9,exemplar,deepseek,openai,0.9857803209171467,3.7833236194995123e-06,9
phq9,exemplar,gemini,openai,0.9699726648175143,5.034072562981606e-05,9
phq9,hexaco,claude,deepseek,0.9693686092313393,5.39172885871686e-05,9
phq9,hexaco,claude,gemini,0.9601484218092746,0.0001332203859208958,9
phq9,hexaco,claude,openai,0.9622231941299826,0.00011089392047314295,9
phq9,hexaco,deepseek,gemini,0.9632979664518979,0.0001004308656662456,9
phq9,hexaco,deepseek,openai,0.9485311464922191,0.0003194342374199799,9
phq9,hexaco,gemini,openai,0.955524174844067,0.0001940238920596915,9
phq9,narrative,claude,deepseek,0.9667730686196075,7.13437126367289e-05,9
phq9,narrative,claude,gemini,0.9847012503456547,4.877853856721792e-06,9
phq9,narrative,claude,openai,0.996723823316107,2.2641156283143005e-08,9
phq9,narrative,deepseek,gemini,0.9803802608492773,1.1562356687311315e-05,9
phq9,narrative,deepseek,openai,0.9628777700118439,0.00010443488616496133,9
phq9,narrative,gemini,openai,0.9784703322661806,1.5950857822910613e-05,9
phq9,ocean_direct,claude,deepseek,0.9951308807683941,9.036001624718182e-08,9
phq9,ocean_direct,claude,gemini,0.9831838797286455,6.773462949638542e-06,9
phq9,ocean_direct,claude,openai,0.9844663750765887,5.142898539811647e-06,9
phq9,ocean_direct,deepseek,gemini,0.9821956496349026,8.257608282047357e-06,9
phq9,ocean_direct,deepseek,openai,0.9876854343513023,2.2944766234767044e-06,9
phq9,ocean_direct,gemini,openai,0.9805588182344834,1.1201763992274572e-05,9
phq9,scenario,claude,deepseek,0.9767790931299702,2.0721949246405025e-05,9
phq9,scenario,claude,gemini,0.9616153599086925,0.00011713849561367784,9
phq9,scenario,claude,openai,0.9856341148406125,3.920221953723768e-06,9
phq9,scenario,deepseek,gemini,0.9803665707170858,1.1590338559241964e-05,9
phq9,scenario,deepseek,openai,0.9799976277068485,1.2362651215624965e-05,9
phq9,scenario,gemini,openai,0.9504368728787805,0.0002808775929404872,9
