test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
7682,gemini,bfi,behavioral,100,50,50,50,50,high_O_mid_N,62.4,"{""extraversion"": 50.0, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 50.0, ""neuroticism"": 53.125, ""openness"": 95.0}",44,44
7622,openai,bfi,behavioral,100,50,50,50,50,high_O_mid_N,63.39,"{""extraversion"": 53.125, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 46.875, ""openness"": 97.50000000000001}",44,44
6992,claude,bfi,behavioral,0,50,50,50,100,low_O_high_N,51.63,"{""extraversion"": 40.625, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 17.5}",44,44
7052,deepseek,bfi,behavioral,0,50,50,50,100,low_O_high_N,50.56,"{""extraversion"": 37.5, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 12.5}",44,44
7082,gemini,bfi,behavioral,0,50,50,50,100,low_O_high_N,51.56,"{""extraversion"": 40.625, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 96.875, ""openness"": 17.5}",44,44
7022,openai,bfi,behavioral,0,50,50,50,100,low_O_high_N,47.64,"{""extraversion"": 43.75, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7232,claude,bfi,behavioral,0,50,50,50,0,low_O_low_N,37.38,"{""extraversion"": 46.875, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 0.0, ""openness"": 15.000000000000002}",44,44
7292,deepseek,bfi,behavioral,0,50,50,50,0,low_O_low_N,32.67,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 0.0, ""openness"": 4.999999999999999}",44,44
7322,gemini,bfi,behavioral,0,50,50,50,0,low_O_low_N,35.21,"{""extraversion"": 46.875, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 0.0, ""openness"": 12.5}",44,44
7262,openai,bfi,behavioral,0,50,50,50,0,low_O_low_N,33.28,"{""extraversion"": 50.0, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 2.500000000000002}",44,44
7712,claude,bfi,behavioral,0,50,50,50,50,low_O_mid_N,48.25,"{""extraversion"": 46.875, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 46.875, ""openness"": 22.499999999999996}",44,44
7772,deepseek,bfi,behavioral,0,50,50,50,50,low_O_mid_N,46.72,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 50.0, ""openness"": 22.499999999999996}",44,44
7802,gemini,bfi,behavioral,0,50,50,50,50,low_O_mid_N,46.28,"{""extraversion"": 43.75, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 56.25, ""openness"": 17.5}",44,44
7742,openai,bfi,behavioral,0,50,50,50,50,low_O_mid_N,43.36,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 43.75, ""openness"": 17.5}",44,44
7352,claude,bfi,behavioral,50,50,50,50,100,mid_O_high_N,59.0,"{""extraversion"": 40.625, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 96.875, ""openness"": 57.49999999999999}",44,44
7412,deepseek,bfi,behavioral,50,50,50,50,100,mid_O_high_N,57.07,"{""extraversion"": 40.625, ""agreeableness"": 50.0, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 47.5}",44,44
7442,gemini,bfi,behavioral,50,50,50,50,100,mid_O_high_N,62.4,"{""extraversion"": 43.75, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 96.875, ""openness"": 57.49999999999999}",44,44
7382,openai,bfi,behavioral,50,50,50,50,100,mid_O_high_N,58.26,"{""extraversion"": 46.875, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 50.0}",44,44
7472,claude,bfi,behavioral,50,50,50,50,0,mid_O_low_N,47.11,"{""extraversion"": 50.0, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 0.0, ""openness"": 55.00000000000001}",44,44
7532,deepseek,bfi,behavioral,50,50,50,50,0,mid_O_low_N,43.89,"{""extraversion"": 50.0, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7562,gemini,bfi,behavioral,50,50,50,50,0,mid_O_low_N,41.92,"{""extraversion"": 43.75, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 0.0, ""openness"": 57.49999999999999}",44,44
7502,openai,bfi,behavioral,50,50,50,50,0,mid_O_low_N,43.89,"{""extraversion"": 50.0, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7832,claude,bfi,behavioral,50,50,50,50,50,mid_O_mid_N,58.17,"{""extraversion"": 46.875, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 53.125, ""openness"": 57.49999999999999}",44,44
7892,deepseek,bfi,behavioral,50,50,50,50,50,mid_O_mid_N,52.58,"{""extraversion"": 46.875, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 46.875, ""openness"": 52.5}",44,44
7922,gemini,bfi,behavioral,50,50,50,50,50,mid_O_mid_N,54.33,"{""extraversion"": 43.75, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 56.25, ""openness"": 55.00000000000001}",44,44
7862,openai,bfi,behavioral,50,50,50,50,50,mid_O_mid_N,51.04,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 46.875, ""openness"": 50.0}",44,44
7114,claude,bfi,exemplar,100,50,50,50,100,high_O_high_N,62.17,"{""extraversion"": 37.5, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 89.99999999999999}",44,44
7174,deepseek,bfi,exemplar,100,50,50,50,100,high_O_high_N,55.94,"{""extraversion"": 25.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 82.5}",44,44
7204,gemini,bfi,exemplar,100,50,50,50,100,high_O_high_N,52.53,"{""extraversion"": 31.25, ""agreeableness"": 25.0, ""conscientiousness"": 13.88888888888889, ""neuroticism"": 100.0, ""openness"": 92.5}",44,44
7144,openai,bfi,exemplar,100,50,50,50,100,high_O_high_N,63.54,"{""extraversion"": 46.875, ""agreeableness"": 50.0, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 100.0, ""openness"": 87.5}",44,44
6874,claude,bfi,exemplar,100,50,50,50,0,high_O_low_N,72.15,"{""extraversion"": 100.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 46.875, ""openness"": 100.0}",44,44
6934,deepseek,bfi,exemplar,100,50,50,50,0,high_O_low_N,69.89,"{""extraversion"": 96.875, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 80.55555555555556, ""neuroticism"": 40.625, ""openness"": 92.5}",44,44
6964,gemini,bfi,exemplar,100,50,50,50,0,high_O_low_N,64.01,"{""extraversion"": 100.0, ""agreeableness"": 11.11111111111111, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 53.125, ""openness"": 97.50000000000001}",44,44
6904,openai,bfi,exemplar,100,50,50,50,0,high_O_low_N,65.25,"{""extraversion"": 100.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 31.25, ""openness"": 95.0}",44,44
7594,claude,bfi,exemplar,100,50,50,50,50,high_O_mid_N,73.6,"{""extraversion"": 96.875, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 62.5, ""openness"": 97.50000000000001}",44,44
7654,deepseek,bfi,exemplar,100,50,50,50,50,high_O_mid_N,67.61,"{""extraversion"": 84.375, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 53.125, ""openness"": 95.0}",44,44
7684,gemini,bfi,exemplar,100,50,50,50,50,high_O_mid_N,67.81,"{""extraversion"": 87.5, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 56.25, ""openness"": 92.5}",44,44
7624,openai,bfi,exemplar,100,50,50,50,50,high_O_mid_N,67.42,"{""extraversion"": 90.625, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 40.625, ""openness"": 97.50000000000001}",44,44
6994,claude,bfi,exemplar,0,50,50,50,100,low_O_high_N,68.25,"{""extraversion"": 25.0, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 93.75, ""openness"": 72.5}",44,44
7054,deepseek,bfi,exemplar,0,50,50,50,100,low_O_high_N,57.97,"{""extraversion"": 31.25, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 50.0, ""neuroticism"": 87.5, ""openness"": 60.0}",44,44
7084,gemini,bfi,exemplar,0,50,50,50,100,low_O_high_N,65.56,"{""extraversion"": 34.375, ""agreeableness"": 75.0, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 90.625, ""openness"": 75.0}",44,44
7024,openai,bfi,exemplar,0,50,50,50,100,low_O_high_N,61.07,"{""extraversion"": 28.125, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 87.5, ""openness"": 67.5}",44,44
7234,claude,bfi,exemplar,0,50,50,50,0,low_O_low_N,73.1,"{""extraversion"": 96.875, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 82.5}",44,44
7294,deepseek,bfi,exemplar,0,50,50,50,0,low_O_low_N,67.25,"{""extraversion"": 93.75, ""agreeableness"": 0.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 92.5}",44,44
7324,gemini,bfi,exemplar,0,50,50,50,0,low_O_low_N,60.44,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 50.0, ""openness"": 80.0}",44,44
7264,openai,bfi,exemplar,0,50,50,50,0,low_O_low_N,60.58,"{""extraversion"": 84.375, ""agreeableness"": 5.555555555555558, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 46.875, ""openness"": 80.0}",44,44
7714,claude,bfi,exemplar,0,50,50,50,50,low_O_mid_N,59.15,"{""extraversion"": 46.875, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
7774,deepseek,bfi,exemplar,0,50,50,50,50,low_O_mid_N,58.65,"{""extraversion"": 46.875, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 50.0, ""openness"": 57.49999999999999}",44,44
7804,gemini,bfi,exemplar,0,50,50,50,50,low_O_mid_N,56.49,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
7744,openai,bfi,exemplar,0,50,50,50,50,low_O_mid_N,54.32,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 46.875, ""openness"": 52.5}",44,44
7354,claude,bfi,exemplar,50,50,50,50,100,mid_O_high_N,62.17,"{""extraversion"": 37.5, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 89.99999999999999}",44,44
7414,deepseek,bfi,exemplar,50,50,50,50,100,mid_O_high_N,56.5,"{""extraversion"": 25.0, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 82.5}",44,44
7444,gemini,bfi,exemplar,50,50,50,50,100,mid_O_high_N,51.47,"{""extraversion"": 31.25, ""agreeableness"": 22.22222222222222, ""conscientiousness"": 13.88888888888889, ""neuroticism"": 100.0, ""openness"": 89.99999999999999}",44,44
7384,openai,bfi,exemplar,50,50,50,50,100,mid_O_high_N,65.1,"{""extraversion"": 46.875, ""agreeableness"": 50.0, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 92.5}",44,44
7474,claude,bfi,exemplar,50,50,50,50,0,mid_O_low_N,80.39,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 12.5, ""openness"": 95.0}",44,44
7534,deepseek,bfi,exemplar,50,50,50,50,0,mid_O_low_N,78.83,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 12.5, ""openness"": 89.99999999999999}",44,44
7564,gemini,bfi,exemplar,50,50,50,50,0,mid_O_low_N,76.6,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 9.375, ""openness"": 87.5}",44,44
7504,openai,bfi,exemplar,50,50,50,50,0,mid_O_low_N,79.65,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 21.875, ""openness"": 87.5}",44,44
7834,claude,bfi,exemplar,50,50,50,50,50,mid_O_mid_N,59.15,"{""extraversion"": 46.875, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
7894,deepseek,bfi,exemplar,50,50,50,50,50,mid_O_mid_N,59.21,"{""extraversion"": 46.875, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 50.0, ""openness"": 57.49999999999999}",44,44
7924,gemini,bfi,exemplar,50,50,50,50,50,mid_O_mid_N,56.49,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
7864,openai,bfi,exemplar,50,50,50,50,50,mid_O_mid_N,54.94,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 50.0, ""openness"": 52.5}",44,44
7111,claude,bfi,hexaco,100,50,50,50,100,high_O_high_N,68.13,"{""extraversion"": 43.75, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 96.875, ""openness"": 100.0}",44,44
7171,deepseek,bfi,hexaco,100,50,50,50,100,high_O_high_N,71.46,"{""extraversion"": 43.75, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 96.875, ""openness"": 100.0}",44,44
7201,gemini,bfi,hexaco,100,50,50,50,100,high_O_high_N,70.0,"{""extraversion"": 50.0, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
7141,openai,bfi,hexaco,100,50,50,50,100,high_O_high_N,71.11,"{""extraversion"": 50.0, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
6871,claude,bfi,hexaco,100,50,50,50,0,high_O_low_N,50.07,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 3.125, ""openness"": 100.0}",44,44
6931,deepseek,bfi,hexaco,100,50,50,50,0,high_O_low_N,54.79,"{""extraversion"": 53.125, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 12.5, ""openness"": 100.0}",44,44
6961,gemini,bfi,hexaco,100,50,50,50,0,high_O_low_N,51.32,"{""extraversion"": 53.125, ""agreeableness"": 50.0, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 6.25, ""openness"": 100.0}",44,44
6901,openai,bfi,hexaco,100,50,50,50,0,high_O_low_N,51.25,"{""extraversion"": 56.25, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
7591,claude,bfi,hexaco,100,50,50,50,50,high_O_mid_N,60.0,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 50.0, ""openness"": 100.0}",44,44
7651,deepseek,bfi,hexaco,100,50,50,50,50,high_O_mid_N,61.6,"{""extraversion"": 50.0, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 46.875, ""openness"": 100.0}",44,44
7681,gemini,bfi,hexaco,100,50,50,50,50,high_O_mid_N,61.74,"{""extraversion"": 53.125, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 50.0, ""openness"": 100.0}",44,44
7621,openai,bfi,hexaco,100,50,50,50,50,high_O_mid_N,60.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 100.0}",44,44
6991,claude,bfi,hexaco,0,50,50,50,100,low_O_high_N,46.25,"{""extraversion"": 31.25, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7051,deepseek,bfi,hexaco,0,50,50,50,100,low_O_high_N,47.43,"{""extraversion"": 37.5, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 96.875, ""openness"": 0.0}",44,44
7081,gemini,bfi,hexaco,0,50,50,50,100,low_O_high_N,48.01,"{""extraversion"": 40.625, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 100.0, ""openness"": 4.999999999999999}",44,44
7021,openai,bfi,hexaco,0,50,50,50,100,low_O_high_N,48.13,"{""extraversion"": 40.625, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7231,claude,bfi,hexaco,0,50,50,50,0,low_O_low_N,28.82,"{""extraversion"": 46.875, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
7291,deepseek,bfi,hexaco,0,50,50,50,0,low_O_low_N,31.75,"{""extraversion"": 56.25, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 2.500000000000002}",44,44
7321,gemini,bfi,hexaco,0,50,50,50,0,low_O_low_N,31.19,"{""extraversion"": 50.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 6.25, ""openness"": 2.500000000000002}",44,44
7261,openai,bfi,hexaco,0,50,50,50,0,low_O_low_N,28.89,"{""extraversion"": 50.0, ""agreeableness"": 44.44444444444444, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
7711,claude,bfi,hexaco,0,50,50,50,50,low_O_mid_N,39.38,"{""extraversion"": 46.875, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7771,deepseek,bfi,hexaco,0,50,50,50,50,low_O_mid_N,40.56,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7801,gemini,bfi,hexaco,0,50,50,50,50,low_O_mid_N,41.63,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 53.125, ""openness"": 4.999999999999999}",44,44
7741,openai,bfi,hexaco,0,50,50,50,50,low_O_mid_N,40.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7351,claude,bfi,hexaco,50,50,50,50,100,mid_O_high_N,58.11,"{""extraversion"": 40.625, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 50.0, ""neuroticism"": 96.875, ""openness"": 47.5}",44,44
7411,deepseek,bfi,hexaco,50,50,50,50,100,mid_O_high_N,60.42,"{""extraversion"": 46.875, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 50.0, ""neuroticism"": 96.875, ""openness"": 50.0}",44,44
7441,gemini,bfi,hexaco,50,50,50,50,100,mid_O_high_N,58.26,"{""extraversion"": 46.875, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 100.0, ""openness"": 50.0}",44,44
7381,openai,bfi,hexaco,50,50,50,50,100,mid_O_high_N,61.11,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 50.0, ""neuroticism"": 100.0, ""openness"": 50.0}",44,44
7471,claude,bfi,hexaco,50,50,50,50,0,mid_O_low_N,40.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7531,deepseek,bfi,hexaco,50,50,50,50,0,mid_O_low_N,43.68,"{""extraversion"": 53.125, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 12.5, ""openness"": 50.0}",44,44
7561,gemini,bfi,hexaco,50,50,50,50,0,mid_O_low_N,40.69,"{""extraversion"": 50.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 6.25, ""openness"": 50.0}",44,44
7501,openai,bfi,hexaco,50,50,50,50,0,mid_O_low_N,39.44,"{""extraversion"": 50.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7831,claude,bfi,hexaco,50,50,50,50,50,mid_O_mid_N,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7891,deepseek,bfi,hexaco,50,50,50,50,50,mid_O_mid_N,50.56,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7921,gemini,bfi,hexaco,50,50,50,50,50,mid_O_mid_N,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7861,openai,bfi,hexaco,50,50,50,50,50,mid_O_mid_N,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7110,claude,bfi,narrative,100,50,50,50,100,high_O_high_N,72.07,"{""extraversion"": 46.875, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 93.75, ""openness"": 97.50000000000001}",44,44
7170,deepseek,bfi,narrative,100,50,50,50,100,high_O_high_N,74.36,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 93.75, ""openness"": 97.50000000000001}",44,44
7200,gemini,bfi,narrative,100,50,50,50,100,high_O_high_N,72.89,"{""extraversion"": 56.25, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 93.75, ""openness"": 95.0}",44,44
7140,openai,bfi,narrative,100,50,50,50,100,high_O_high_N,73.82,"{""extraversion"": 53.125, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 93.75, ""openness"": 100.0}",44,44
6870,claude,bfi,narrative,100,50,50,50,0,high_O_low_N,63.25,"{""extraversion"": 62.5, ""agreeableness"": 75.0, ""conscientiousness"": 75.0, ""neuroticism"": 6.25, ""openness"": 97.50000000000001}",44,44
6930,deepseek,bfi,narrative,100,50,50,50,0,high_O_low_N,64.85,"{""extraversion"": 65.625, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 0.0, ""openness"": 97.50000000000001}",44,44
6960,gemini,bfi,narrative,100,50,50,50,0,high_O_low_N,66.78,"{""extraversion"": 71.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 80.55555555555556, ""neuroticism"": 3.125, ""openness"": 95.0}",44,44
6900,openai,bfi,narrative,100,50,50,50,0,high_O_low_N,64.79,"{""extraversion"": 65.625, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
7590,claude,bfi,narrative,100,50,50,50,50,high_O_mid_N,69.21,"{""extraversion"": 56.25, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 53.125, ""openness"": 95.0}",44,44
